node degree label
0 79 0
1 79 0
2 79 0
3 79 0
4 79 0
5 79 0
6 79 0
7 79 0
8 79 0
9 79 0
10 79 0
11 79 0
12 79 0
13 79 0
14 79 0
15 79 0
16 79 0
17 79 0
18 79 0
19 79 0
20 79 0
21 79 0
22 79 0
23 79 0
24 79 0
25 79 0
26 79 0
27 79 0
28 79 0
29 79 0
30 79 0
31 79 0
32 79 0
33 79 0
34 79 0
35 79 0
36 79 0
37 79 0
38 79 0
39 79 0
40 79 0
41 79 0
42 79 0
43 79 0
44 79 0
45 79 0
46 79 0
47 79 0
48 79 0
49 79 0
50 79 0
51 79 0
52 79 0
53 79 0
54 79 0
55 79 0
56 79 0
57 79 0
58 79 0
59 79 0
60 79 0
61 79 0
62 79 0
63 79 0
64 79 0
65 79 0
66 79 0
67 79 0
68 79 0
69 79 0
70 79 0
71 79 0
72 79 0
73 79 0
74 79 0
75 79 0
76 79 0
77 79 0
78 79 0
79 80 0
80 2 1
81 2 1
82 2 1
83 2 1
84 2 1
85 2 1
86 2 1
87 2 1
88 2 1
89 2 1
90 2 1
91 2 1
92 2 1
93 2 1
94 2 1
95 2 1
96 2 1
97 2 1
98 2 1
99 2 1
100 2 1
101 2 1
102 2 1
103 2 1
104 2 1
105 2 1
106 2 1
107 2 1
108 2 1
109 2 1
110 2 1
111 2 1
112 2 1
113 2 1
114 2 1
115 2 1
116 2 1
117 2 1
118 2 1
119 2 1
120 2 1
121 2 1
122 2 1
123 2 1
124 2 1
125 2 1
126 2 1
127 2 1
128 2 1
129 2 1
130 2 1
131 2 1
132 2 1
133 2 1
134 2 1
135 2 1
136 2 1
137 2 1
138 2 1
139 2 1
140 2 1
141 2 1
142 2 1
143 2 1
144 2 1
145 2 1
146 2 1
147 2 1
148 2 1
149 2 1
150 2 1
151 2 1
152 2 1
153 2 1
154 2 1
155 2 1
156 2 1
157 2 1
158 2 1
159 2 1
160 80 0
161 79 0
162 79 0
163 79 0
164 79 0
165 79 0
166 79 0
167 79 0
168 79 0
169 79 0
170 79 0
171 79 0
172 79 0
173 79 0
174 79 0
175 79 0
176 79 0
177 79 0
178 79 0
179 79 0
180 79 0
181 79 0
182 79 0
183 79 0
184 79 0
185 79 0
186 79 0
187 79 0
188 79 0
189 79 0
190 79 0
191 79 0
192 79 0
193 79 0
194 79 0
195 79 0
196 79 0
197 79 0
198 79 0
199 79 0
200 79 0
201 79 0
202 79 0
203 79 0
204 79 0
205 79 0
206 79 0
207 79 0
208 79 0
209 79 0
210 79 0
211 79 0
212 79 0
213 79 0
214 79 0
215 79 0
216 79 0
217 79 0
218 79 0
219 79 0
220 79 0
221 79 0
222 79 0
223 79 0
224 79 0
225 79 0
226 79 0
227 79 0
228 79 0
229 79 0
230 79 0
231 79 0
232 79 0
233 79 0
234 79 0
235 79 0
236 79 0
237 79 0
238 79 0
239 79 0
