node degree label
0 99 0
1 99 0
2 99 0
3 99 0
4 99 0
5 99 0
6 99 0
7 99 0
8 99 0
9 99 0
10 99 0
11 99 0
12 99 0
13 99 0
14 99 0
15 99 0
16 99 0
17 99 0
18 99 0
19 99 0
20 99 0
21 99 0
22 99 0
23 99 0
24 99 0
25 99 0
26 99 0
27 99 0
28 99 0
29 99 0
30 99 0
31 99 0
32 99 0
33 99 0
34 99 0
35 99 0
36 99 0
37 99 0
38 99 0
39 99 0
40 99 0
41 99 0
42 99 0
43 99 0
44 99 0
45 99 0
46 99 0
47 99 0
48 99 0
49 99 0
50 99 0
51 99 0
52 99 0
53 99 0
54 99 0
55 99 0
56 99 0
57 99 0
58 99 0
59 99 0
60 99 0
61 99 0
62 99 0
63 99 0
64 99 0
65 99 0
66 99 0
67 99 0
68 99 0
69 99 0
70 99 0
71 99 0
72 99 0
73 99 0
74 99 0
75 99 0
76 99 0
77 99 0
78 99 0
79 99 0
80 99 0
81 99 0
82 99 0
83 99 0
84 99 0
85 99 0
86 99 0
87 99 0
88 99 0
89 99 0
90 99 0
91 99 0
92 99 0
93 99 0
94 99 0
95 99 0
96 99 0
97 99 0
98 99 0
99 100 0
100 2 1
101 2 1
102 2 1
103 2 1
104 2 1
105 2 1
106 2 1
107 2 1
108 2 1
109 2 1
110 2 1
111 2 1
112 2 1
113 2 1
114 2 1
115 2 1
116 2 1
117 2 1
118 2 1
119 2 1
120 2 1
121 2 1
122 2 1
123 2 1
124 2 1
125 2 1
126 2 1
127 2 1
128 2 1
129 2 1
130 2 1
131 2 1
132 2 1
133 2 1
134 2 1
135 2 1
136 2 1
137 2 1
138 2 1
139 2 1
140 2 1
141 2 1
142 2 1
143 2 1
144 2 1
145 2 1
146 2 1
147 2 1
148 2 1
149 2 1
150 2 1
151 2 1
152 2 1
153 2 1
154 2 1
155 2 1
156 2 1
157 2 1
158 2 1
159 2 1
160 2 1
161 2 1
162 2 1
163 2 1
164 2 1
165 2 1
166 2 1
167 2 1
168 2 1
169 2 1
170 2 1
171 2 1
172 2 1
173 2 1
174 2 1
175 2 1
176 2 1
177 2 1
178 2 1
179 2 1
180 2 1
181 2 1
182 2 1
183 2 1
184 2 1
185 2 1
186 2 1
187 2 1
188 2 1
189 2 1
190 2 1
191 2 1
192 2 1
193 2 1
194 2 1
195 2 1
196 2 1
197 2 1
198 2 1
199 2 1
200 100 0
201 99 0
202 99 0
203 99 0
204 99 0
205 99 0
206 99 0
207 99 0
208 99 0
209 99 0
210 99 0
211 99 0
212 99 0
213 99 0
214 99 0
215 99 0
216 99 0
217 99 0
218 99 0
219 99 0
220 99 0
221 99 0
222 99 0
223 99 0
224 99 0
225 99 0
226 99 0
227 99 0
228 99 0
229 99 0
230 99 0
231 99 0
232 99 0
233 99 0
234 99 0
235 99 0
236 99 0
237 99 0
238 99 0
239 99 0
240 99 0
241 99 0
242 99 0
243 99 0
244 99 0
245 99 0
246 99 0
247 99 0
248 99 0
249 99 0
250 99 0
251 99 0
252 99 0
253 99 0
254 99 0
255 99 0
256 99 0
257 99 0
258 99 0
259 99 0
260 99 0
261 99 0
262 99 0
263 99 0
264 99 0
265 99 0
266 99 0
267 99 0
268 99 0
269 99 0
270 99 0
271 99 0
272 99 0
273 99 0
274 99 0
275 99 0
276 99 0
277 99 0
278 99 0
279 99 0
280 99 0
281 99 0
282 99 0
283 99 0
284 99 0
285 99 0
286 99 0
287 99 0
288 99 0
289 99 0
290 99 0
291 99 0
292 99 0
293 99 0
294 99 0
295 99 0
296 99 0
297 99 0
298 99 0
299 99 0
